"";"indexRL";"indexS";"indexA";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"female";"age_cohorts";"incomefull";"edufull";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location"
"937";0,3;0,4;0,2;0;0;0;0;0;1;1;1;"midage";5;2,63341563494513;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"938";0,3;0,2;0,4;1;1;1;0;0;1;0;1;"older";4;4,06752673984097;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"939";0,4;0,1;0,4;1;1;1;0;1;1;0;1;"midage";4;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"940";0,4;0,3;0,2;0;1;1;0;0;1;0;0;"midage";3;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"941";0,3;0,4;0,1;0;0;0;0;0;2;0;0;"midage";3;3;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"942";1;0;0;0;0;1;0;0;2;1;1;"midage";4;6;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"943";0,7;0,3;0;0;0;0;0;0;0;0;1;"youth";1;6;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"944";0,5;0,5;0;0;1;1;0;0;0;0;1;"midage";5;6;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"945";0,4;0;0,3;1;0;0;0;0;2;1;0;"youth";3;5;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"946";0,6;0,1;0,3;0;0;0;0;0;2;0;0;"older";5;0;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"947";0,6;0,1;0,3;0;1;0;0;0;0;1;1;"midage";4;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"948";0,7;0,3;0;0;0;0;0;0;2;1;0;"youth";5;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"949";0,8;0,2;0;0;0;0;0;0;2;0;0;"older";5;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"950";0,3;0,3;0,4;0;0;0;0;0;2;0;0;"midage";4;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"951";0;0,1;0,9;0;0;0;0;1;1;0;0;"older";4;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"952";0,3;0,4;0,3;0;0;0;0;0;1;0;1;"midage";5;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"953";0,5;0,3;0,1;0;0;0;0;0;2;0;1;"youth";5;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"954";0,1;0,8;0,1;0;0;1;0;0;0;0;0;"midage";5;0;1;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"955";0,2;0,8;0;1;1;0;0;0;2;0;0;"midage";4;0;0;1;1;0;5,41610040220442;3,49650756146648;10,8634889028364;"shali";"Shali"
"956";0;1;0;0;0;0;0;0;2;0;0;"youth";6;5;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"957";0;1;0;1;0;1;0;0;1;0;1;"youth";4;5;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"958";0,3;0,3;0,2;0;0;0;0;0;0;0;0;"youth";4;5;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"959";0;0,3;0,6;0;0;0;0;1;2;1;0;"youth";4;4;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"960";0,1;0,3;0,6;0;0;0;0;0;0;0;1;"youth";2;3;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"961";0,1;0,3;0,5;0;1;0;0;0;0;0;1;"youth";3;3;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"962";0,2;0,3;0,3;0;1;0;0;0;2;1;0;"midage";5;4;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"963";0,2;0,4;0,2;0;0;1;0;1;2;0;0;"midage";5;5;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"964";0,2;0,3;0,4;0;0;0;0;1;1;0;1;"older";4,09144166845946;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"965";0,2;0,8;0;0;0;0;0;0;0;0;1;"youth";4;3;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"966";0,2;0,6;0,2;0;0;1;0;1;1;0;0;"youth";4;5;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"967";0,3;0,7;0;0;0;0;0;0;2;0;1;"youth";5;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"968";0,3;0,1;0,4;0;1;1;0;0;0;0;0;"midage";3;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"969";0,7;0;0,2;1;0;0;0;0;0;0;0;"youth";4;4;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"970";0,3;0,4;0,3;0;0;0;0;1;2;1;1;"youth";3;3;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"971";0,3;0,3;0,3;1;1;0;0;0;1;0;1;"youth";3,05348130881634;3;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"972";0,2;0,3;0,4;0;0;0;0;0;1;0;0;"youth";3;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"973";0;0,4;0,1;0;0;0;0;1;0;0;0;"youth";4,96715298417958;1;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"974";0,8;0,1;0;0;0;0;0;0;2;0;1;"older";4;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"975";0,4;0,4;0;1;0;0;0;0;2;0;1;"midage";2,73671869425859;6;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"976";0,2;0,5;0,2;0;0;0;0;0;0;0;0;"youth";3;6;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"977";0,3;0,3;0,2;0;0;0;0;0;2;0;0;"midage";5;6;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"978";0,3;0;0,3;0;0;0;0;0;1;0;0;"older";1;4;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"979";0,5;0,4;0,1;0;0;0;0;0;2;1;1;"midage";3;3;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"980";0,2;0,4;0,1;0;0;0;0;1;1;1;0;"midage";3;4;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"981";0,1;0,9;0;0;0;0;0;1;1;0;0;"midage";4;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"982";0,3;0,6;0;0;0;0;0;0;0;0;1;"midage";4;3;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"983";0,3;0,5;0,1;0;0;0;0;0;0;0;1;"older";3;3;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"984";0,3;0;0,2;0;0;0;0;0;1;0;1;"midage";4,40048146942571;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"985";0,2;0,7;0;0;0;0;0;0;2;1;1;"midage";2;3;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"986";0,1;0,1;0,6;0;0;0;0;0;2;0;1;"midage";3;4;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"987";0,2;0,5;0;0;0;0;NA;NA;2;0;1;"youth";4;5;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"988";0,7;0;0,3;0;1;1;NA;1;2;1;1;"midage";4;4;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"989";0,6;0,3;0,1;0;0;0;NA;1;1;0;0;"youth";4;5,33905790913954;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"990";0,1;0,4;0,5;0;0;1;NA;1;1;0;0;"midage";3;1;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"991";0,6;0,2;0,2;0;0;0;NA;NA;0;0;1;"midage";5;3;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"992";0,2;0,2;0,6;0;1;1;NA;1;2;NA;1;"older";3,37296370109049;5;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"993";0,1;0,2;0,2;0;1;0;NA;0;0;0;0;"midage";3;3,09326298888876;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"994";0,1;0,1;0,8;1;0;0;NA;0;2;0;1;"midage";4;2;0;0;1;0;5,4553211153577;3,66356164612965;9,54716968769421;"urus-martan";"Kotar-Yurt"
"995";0,7;0;0,2;0;0;0;NA;NA;1;0;1;"midage";4;6;0;0;1;0;5,45958551414416;3,58351893845611;9,40910926014874;"urus-martan";"Samashki"
"996";0,4;0,3;0;0;0;0;NA;NA;0;0;1;"youth";4;6;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt"
"997";0,5;0,3;0;0;0;0;NA;NA;NA;1;1;"youth";2;6;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"998";0,3;0,4;0,2;0;0;0;NA;0;0;0;0;"youth";1;5;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"999";0,3;0,2;0,3;0;0;0;NA;NA;0;NA;1;"older";1;4;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali"
"1000";0,6;0,1;0;0;1;0;NA;NA;NA;NA;1;"midage";2;3;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya"
"1001";0,4;0,3;0,2;0;1;1;NA;NA;0;NA;1;"midage";1;6;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye"
"1002";0,7;0,2;0,1;0;0;0;NA;NA;NA;0;0;"midage";2;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1003";0,6;0,3;0,1;0;1;0;NA;NA;NA;1;1;"midage";3;4;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1004";0,5;0,4;0,1;0;0;0;NA;0;NA;0;0;"midage";3;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1005";0,2;0,4;0,3;0;1;1;NA;0;NA;0;0;"midage";3;3;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1006";0,2;0,4;0,3;0;0;0;NA;NA;0;NA;0;"midage";5;6;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1007";0,1;0,5;0,3;0;1;0;NA;1;2;0;0;"midage";5;3;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1008";0,3;0,2;0,4;0;0;0;NA;1;2;0;0;"older";4,62576361427963;6;0;0;0;0;5,8636311755981;3,61091791264422;8,5769703954521;"urus-martan";"Alkhazurovo"
"1009";0,2;0;0,8;0;0;0;NA;NA;0;0;1;"youth";2;6;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi"
"1010";0,3;0,3;0,4;1;1;0;NA;1;0;0;0;"older";3;3;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1011";0,2;0,3;0,3;0;1;0;NA;NA;2;1;0;"youth";5;6;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"1012";0,1;0,5;0,3;0;1;1;NA;0;2;0;0;"youth";2;4;0;0;1;2;5,63478960316925;3,2188758248682;9,38320064498062;"groznenskiy";"Starye_Atagi"
"1013";0,5;0,4;0,1;0;0;0;NA;NA;NA;0;1;"youth";4;5,75217891023547;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"1014";0;0,1;0,9;0;0;1;NA;0;NA;0;0;"midage";4;5,20007240537625;0;0;0;3;4,98360662170834;2,83321334405622;8,4368504387337;"groznenskiy";"ptetropavlovskaya"
"1015";0,2;0,4;0,3;0;0;1;NA;NA;0;NA;0;"midage";4,60406316903867;4;1;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1016";0,9;0;0;0;0;1;NA;NA;1;0;1;"youth";4;6;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"1017";0,7;0,1;0,2;0;0;0;NA;0;1;0;0;"youth";3,71798145724919;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1018";0;1;0;1;1;0;NA;1;2;1;0;"midage";5;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1019";0,2;0,2;0,1;0;1;1;NA;NA;2;1;1;NA;5;5;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1020";0,6;0,2;0;0;0;0;NA;0;1;0;1;"youth";6;4;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1021";0,4;0,2;0,3;0;0;0;NA;NA;0;0;0;"older";4;2,75463086154132;0;0;1;0;5,34710753071747;2,94443897916644;9,37704054786718;"groznenskiy";"Aklhan-Kala"
"1022";0,1;0,6;0,1;0;0;0;NA;1;1;0;0;"youth";4;6;0;0;0;0;5,32300997913841;3,85014760171006;8,81120518756289;"urus-martan";"martan-chu"
"1023";0,6;0,2;0,2;1;1;1;NA;NA;1;1;1;"youth";1;3;0;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"1024";0,6;0,3;0,1;0;0;0;NA;1;2;0;0;"youth";4;6;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1025";0,2;0,5;0,2;0;0;0;NA;1;2;1;0;"youth";3;5;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1026";0;1;0;0;0;0;NA;NA;2;1;0;"youth";2,35709325173416;3,63473983038595;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1027";0,3;0,1;0,4;0;0;0;NA;NA;NA;NA;0;"midage";4;0;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"1028";0,3;0,6;0,1;0;0;0;NA;1;2;0;0;"youth";4;4;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"1029";0,2;0,5;0,3;1;0;0;NA;1;1;0;0;"youth";3;3;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"1030";0,6;0,2;0;0;0;0;NA;1;1;1;1;"youth";3;5,67388119721616;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1031";0,5;0,3;0,2;0;0;0;NA;NA;0;0;0;"youth";3;7,07838861919265;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1032";0,2;0,8;0;1;0;1;NA;NA;0;NA;1;"youth";2,87683700512354;4,09763914048677;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1033";0;1;0;0;0;0;NA;0;0;0;0;"youth";5;4,59110075543084;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1034";0,3;0,5;0,2;0;0;0;NA;NA;NA;NA;1;"youth";4,93137351619009;5;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1035";0,6;0,1;0,3;0;1;1;NA;1;2;0;1;"older";5;6;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1036";0,3;0,7;0;0;0;0;NA;0;NA;0;0;"midage";5;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1037";0,1;0,7;0,2;0;0;0;NA;NA;2;0;0;"older";3;4;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1038";0,1;0,7;0,2;0;0;0;NA;1;2;0;1;"midage";3;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1039";0,3;0,6;0,1;0;0;0;NA;NA;2;0;0;"midage";3;4;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1040";0,2;0,6;0,2;0;1;1;NA;NA;1;0;0;"midage";5;4;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1041";0,4;0,5;0,1;0;0;0;NA;1;2;0;1;"youth";3;6;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1042";0,3;0,1;0,6;0;0;1;NA;NA;0;0;1;"youth";4,23434520501319;3;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1043";0,1;0,8;0;0;0;0;NA;NA;1;0;0;"youth";3;3;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1044";0,4;0,5;0,1;0;0;0;NA;NA;2;0;0;"youth";3;4,69494284000807;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"1045";0,4;0,2;0,3;0;0;0;NA;1;2;1;1;"youth";6;4,29130514213095;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"1046";0,4;0,6;0;0;0;0;NA;0;1;1;1;"youth";5;5,60528035311299;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"1047";0,2;0,4;0,4;0;0;1;NA;1;2;1;0;"older";2;3,29360112234771;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1048";0,2;0;0,8;0;0;0;NA;NA;1;0;0;"midage";4,16001702555382;4,67784660717815;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"1049";0,1;0,5;0,1;0;0;0;NA;NA;NA;1;1;"youth";2;4;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1050";0,5;0;0,2;0;0;0;NA;0;0;0;0;"midage";1;6;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1051";0,2;0,3;0,5;0;0;0;NA;1;1;0;1;"midage";4;0;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"1052";0;1;0;0;0;0;NA;0;1;1;0;"youth";4;3;0;0;0;0;5,53338948872752;3,93182563272433;9,91205078319662;"achkhoy-martan";"Achkhoi-Martan"
"1053";1;0;0;1;0;0;NA;1;2;1;1;"midage";4;5;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1054";0,8;0,1;0,1;0;0;0;NA;NA;0;1;1;"youth";3;5;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1055";0,1;0,7;0,1;0;0;0;NA;1;NA;0;1;"older";2,4354540902591;4;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1056";0,1;0,5;0,3;0;0;0;NA;NA;0;0;1;"midage";3;4;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1057";0,2;0;0,2;0;0;0;NA;1;1;0;0;"youth";4;3;0;0;0;3;5,50125821054473;3,17805383034795;8,39321601159653;"groznenskiy";"Druzhnoye"
"1058";0,5;0;0,4;0;0;0;NA;NA;1;NA;1;"older";3;4;0;0;0;4;4,74493212836325;2,63905732961526;7,52023455647463;"groznenskiy";"Proletarskoye"
"1059";1;0;0;1;0;0;NA;NA;2;0;1;"midage";4;3;0;0;0;3;4,62497281328427;3,2188758248682;8,0727793331695;"groznenskiy";"Sadovoye"
"1060";0,2;0,3;0,2;1;1;1;1;1;2;1;0;"midage";2;6;0;0;1;0;5,88610403145016;4,04305126783455;8,57678198282789;"achkhoy-martan";"Bamut"
"1061";1;0;0;0;0;0;NA;NA;NA;0;0;"midage";1;5,83455055706084;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1062";0,2;0,7;0,1;0;0;0;NA;NA;NA;1;1;"midage";3;5,67402880031769;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1063";0;1;0;0;0;0;NA;NA;NA;0;0;"youth";3;6,85002232832747;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1064";0;0;0,9;0;1;0;NA;NA;NA;0;1;"youth";4;3,84904688364279;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1065";0,1;0;0,3;0;0;0;NA;NA;NA;1;0;"youth";2;3,70690791870573;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1066";0;0;1;0;0;0;NA;NA;NA;0;1;"midage";2;3,05747784846207;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1067";0,1;0,2;0,7;0;0;0;NA;NA;NA;1;1;"youth";1;7,08979617852382;0;0;0;0;5,08759633523238;3,71357206670431;10,1204922998909;"kurchaloi";"kurchaloi"
"1068";0,5;0,1;0,1;1;0;0;NA;NA;NA;1;1;"older";3;6;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"1069";0,2;0,3;0,2;0;0;0;NA;NA;NA;1;0;"youth";2;6;0;0;1;0;6,361302477573;3,98898404656427;8,54578064826815;"vedeno";"Makhkety"
"1070";0,3;0,1;0;0;0;0;NA;NA;NA;0;1;"midage";5;6;0;0;1;0;4,89034912822175;3,55534806148941;9,89222436025742;"kurchaloi";"Tsotsi-Yurt"
"1071";0,4;0;0,1;0;0;0;NA;NA;NA;0;0;"youth";3;5,47278803737297;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1072";0,8;0;0,2;0;0;0;NA;NA;NA;0;0;"midage";2;4,00446662795602;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1073";0,4;0,3;0,3;0;0;0;NA;NA;NA;0;1;"midage";3,76751868677086;3,62983558478865;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1074";0,9;0,1;0;0;0;0;NA;NA;NA;0;0;"youth";2,5231962662661;3,41023767149591;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1075";0,4;0,3;0;0;0;0;NA;NA;NA;0;0;"youth";2;4,1601228003121;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1076";0,8;0,1;0,1;0;0;0;NA;NA;NA;0;1;"youth";4;5,98627149425156;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1077";0,1;0,9;0;1;0;0;NA;NA;NA;0;0;"youth";4;6,03594652345511;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1078";0,3;0,7;0;0;0;0;NA;NA;NA;0;1;"youth";3;2,07964496291403;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1079";0,2;0,8;0;0;0;0;NA;NA;NA;0;1;"midage";4;4,99541906695579;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1080";0;1;0;0;0;0;NA;NA;NA;0;0;"youth";3;6,10736010942061;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1081";0,2;0,6;0,2;0;0;0;NA;NA;NA;0;1;"midage";3;4,83524855780765;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1082";0,5;0,4;0,1;0;0;0;NA;NA;NA;0;1;"midage";4;7,09656037717372;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1083";0,3;0,2;0,5;0;0;1;NA;NA;NA;0;0;"youth";4;4,34630606159951;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1084";0,3;0,6;0,1;0;0;0;NA;NA;NA;0;1;"midage";2,65151219335636;1,43709163400857;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1085";0,3;0,1;0,6;0;1;0;NA;NA;NA;0;0;"midage";4;1,83717486503718;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1086";0,5;0,1;0,1;0;0;0;NA;NA;NA;0;0;"youth";4;2,9902212338656;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky"
"1087";0,7;0;0,3;0;0;0;NA;NA;NA;1;1;"midage";4;6;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"1088";0,4;0,4;0,2;0;0;0;NA;NA;NA;0;0;"youth";4;6;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt"
"1089";0,5;0,5;0;0;0;0;NA;NA;NA;0;0;"youth";3;6;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi"
"1090";0,3;0,6;0,1;0;0;0;NA;NA;NA;0;1;"youth";4;6;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi"
"1091";0,2;0,3;0,5;0;0;0;NA;NA;NA;0;0;"midage";3;6;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi"
"1092";0,1;0,4;0,4;0;0;0;NA;NA;NA;0;1;"midage";3;3;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi"
