"";"X";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location";"V1RL";"V2RL";"V3RL";"V4RL";"V5RL";"V6RL";"V7RL";"V8RL";"V9RL";"V10RL";"V1S";"V2S";"V3S";"V4S";"V5S";"V6S";"V7S";"V8S";"V9S";"V10S";"V1A";"V2A";"V3A";"V4A";"V5A";"V6A";"V7A";"V8A";"V9A";"V10A";"indexRL";"indexS";"indexA";"age_cohorts";"edufull";"incomefull"
"321";321;3;1;1;4;4;3;3;2;1;1;1;1;3;0;1;1;1;1;2;0;5;4;1;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0,5;0,1;0,3;"midage";5;4
"322";322;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;NA;NA;4;0;22;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"youth";4,63491941164642;4
"323";323;3;3;3;1;1;1;1;2;2;1;4;3;1;0;0;1;1;1;1;1;NA;3;0;34;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0,4;0,2;0,3;"midage";5,42963677319982;3
"324";324;2;3;3;3;3;1;1;3;3;1;4;3;1;0;0;0;1;1;2;1;NA;4;1;28;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0,3;0,1;0,5;"youth";3,40703250094214;4
"325";325;4;5;4;1;1;2;2;2;2;1;2;2;3;0;0;0;1;1;2;1;6;4;0;21;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0,2;0,5;0,1;"youth";6;4
"326";326;2;5;4;3;3;1;1;4;2;4;2;3;1;0;1;1;1;1;2;0;NA;4;1;26;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun";0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0,2;0,3;0,2;"youth";4,60955254709464;4
"327";327;2;1;1;2;2;2;2;2;2;1;1;2;1;0;0;0;1;1;2;0;NA;3;1;18;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt";0;1;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;"youth";4,19292281953194;3
"328";328;2;2;2;2;2;1;1;2;2;2;2;2;2;0;1;0;1;1;1;NA;0;4;0;21;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt";0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,9;0;"youth";0;4
"329";329;1;3;3;3;3;4;5;2;2;3;1;3;3;0;0;1;1;0;2;1;0;4;0;28;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt";1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0,2;0,2;0,5;"youth";0;4
"330";330;2;4;4;2;2;1;1;4;1;2;1;2;2;0;0;0;1;1;2;0;NA;4;1;24;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt";0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0,3;0,5;0;"youth";4,93537669256916;4
"331";331;1;4;4;1;1;1;1;1;3;3;2;3;2;0;0;0;1;0;2;1;NA;2;1;18;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt";1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0,4;0,2;0,3;"youth";3,40276465489518;2
"332";332;1;1;1;1;1;1;1;3;1;1;1;1;1;0;0;1;1;1;0;0;5;4;1;30;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,9;0;0,1;"midage";5;4
"333";333;1;1;1;1;1;1;1;1;1;4;1;1;2;0;0;0;1;1;2;0;3;NA;1;37;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,8;0,1;0;"midage";3;5,72572525899542
"334";334;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;2;1;6;3;0;22;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"youth";6;3
"335";335;2;1;1;3;3;2;2;2;2;2;2;2;2;0;0;0;1;1;2;1;4;3;1;21;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0,1;0,8;0,1;"youth";4;3
"336";336;3;1;1;3;3;4;4;1;1;1;2;1;1;0;0;1;1;1;2;0;3;4;1;28;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0,6;0,1;0,2;"youth";3;4
"337";337;1;2;2;1;1;1;1;2;1;4;1;1;1;0;1;0;1;1;2;0;5;4;1;46;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";1;0;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0,2;0;"midage";5;4
"338";338;3;2;2;5;4;4;5;4;3;3;4;4;2;0;1;0;1;0;2;1;6;5;1;41;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0,2;0,3;"midage";6;5
"339";339;3;2;2;3;3;1;1;3;2;1;4;4;1;0;1;0;1;NA;1;0;6;3;1;56;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0,3;0,2;0,3;"older";6;3
"340";340;2;2;2;2;2;2;2;2;2;2;1;1;1;0;1;0;1;1;2;0;3;4;1;40;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,7;0;"midage";3;4
"341";341;2;2;2;3;3;2;2;3;2;1;3;1;2;0;0;0;1;1;2;1;6;3;0;25;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0,2;0,5;0,3;"youth";6;3
"342";342;3;3;3;2;2;1;1;3;1;1;1;2;1;1;0;1;1;0;1;0;4;1;0;39;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0,5;0,2;0,3;"midage";4;1
"343";343;1;5;4;1;1;1;1;1;1;1;4;1;1;0;0;0;1;1;2;1;3;NA;0;46;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi";1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;"midage";3;2,7289745536353
"344";344;2;1;1;4;4;3;3;3;1;1;2;3;3;1;0;0;1;1;1;0;NA;6;1;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0,3;0,2;0,4;"midage";4,32731672492586;6
"345";345;2;2;2;2;2;2;2;1;2;2;2;2;2;0;1;1;1;1;2;0;NA;4;1;33;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,9;0;"midage";4,39731347090636;4
"346";346;2;2;2;2;2;2;2;2;1;1;1;1;2;0;0;0;1;0;2;0;NA;3;1;42;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;"midage";1,1176203417134;3
"347";347;2;2;2;3;3;2;2;3;2;1;1;2;2;0;0;0;1;1;1;NA;NA;3;1;19;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0,2;0,6;0,2;"youth";2,85513969943294;3
"348";348;3;4;4;3;3;3;3;2;3;3;3;3;3;0;0;1;1;1;1;0;NA;5;1;36;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0,1;0,8;"midage";3,91742098896816;5
"349";349;1;1;1;3;3;1;1;3;3;1;1;1;1;0;0;0;1;1;2;0;4;2;0;57;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0,7;0;0,3;"older";4;2
"350";350;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;2;0;3;2;1;46;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"midage";3;2
"351";351;1;1;1;2;2;1;1;4;2;2;4;2;1;0;1;0;1;1;2;0;3;5;0;32;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0,4;0,4;0;"midage";3;5
"352";352;2;1;1;3;3;1;1;4;3;1;3;2;1;0;0;0;1;1;2;0;6;4;1;43;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0,4;0,2;0,3;"midage";6;4
"353";353;1;1;1;2;2;1;1;2;2;1;2;1;1;0;0;0;1;1;2;0;6;3;1;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,4;0;"midage";6;3
"354";354;1;1;1;1;1;1;1;4;1;1;1;1;1;0;0;0;1;1;2;1;3;5;0;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;"midage";3;5
"355";355;2;2;2;1;1;3;3;1;2;2;1;1;2;0;0;0;1;1;2;0;3;4;0;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0,4;0,5;0,1;"midage";3;4
"356";356;2;2;2;2;2;2;2;2;1;1;1;1;2;0;0;0;1;1;2;1;4;3;0;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;"youth";4;3
"357";357;1;2;2;2;2;1;1;2;1;1;1;1;1;0;0;0;1;1;2;0;4;3;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0,3;0;"youth";4;3
"358";358;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;1;1;1;0;4;3;1;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,4;0;"midage";4;3
"359";359;3;2;2;3;3;3;3;1;2;3;1;2;1;0;1;1;1;1;NA;0;2;4;1;40;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0,3;0,3;0,4;"midage";2;4
"360";360;3;2;2;2;2;2;2;2;2;1;1;1;1;0;0;0;1;0;2;0;6;4;1;44;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,4;0,5;0,1;"midage";6;4
"361";361;2;2;2;3;3;2;2;2;1;1;1;2;3;0;0;0;1;1;2;0;6;3;0;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0,3;0,5;0,2;"youth";6;3
"362";362;2;2;2;2;2;2;2;2;2;2;2;2;4;0;0;0;1;1;2;1;3;6;0;21;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;"youth";3;6
"363";363;2;2;2;1;1;3;3;2;3;1;3;2;3;0;0;0;1;1;2;0;3;4;1;26;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0,2;0,4;0,4;"youth";3;4
"364";364;3;2;2;3;3;1;1;1;1;1;1;1;1;1;0;0;1;0;2;1;4;5;0;34;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0,7;0,1;0,2;"midage";4;5
"365";365;3;2;2;2;2;1;1;1;1;1;1;1;3;0;0;0;1;1;2;0;3;4;1;58;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0,6;0,2;0,2;"older";3;4
"366";366;2;3;3;2;2;3;3;2;3;2;1;2;2;0;1;0;1;0;2;1;3;3;1;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0,1;0,6;0,3;"midage";3;3
"367";367;3;3;3;3;3;2;2;3;3;2;3;3;2;0;1;0;1;1;2;0;3;5;1;61;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;0,3;0,7;"older";3;5
"368";368;1;3;3;3;3;2;2;3;3;3;3;3;3;1;0;0;1;1;0;0;4;5;0;66;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0,1;0,1;0,8;"older";4;5
"369";369;2;3;3;3;3;1;1;3;1;1;3;2;1;0;0;0;1;1;2;0;6;5;1;46;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0,4;0,2;0,4;"midage";6;5
"370";370;3;4;4;3;3;3;3;2;2;2;2;2;2;0;1;0;1;0;2;1;4;5;0;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0,6;0,3;"midage";4;5
"371";371;3;5;4;3;3;2;2;2;3;2;3;2;2;0;1;1;1;1;2;0;3;4;0;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0,5;0,4;"midage";3;4
"372";372;3;5;4;5;4;2;2;2;3;2;1;2;4;0;0;0;1;0;2;0;1;4;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0,1;0,4;0,2;"youth";1;4
"373";373;2;1;1;2;2;4;4;2;2;1;2;4;1;0;1;1;1;1;2;1;5;5;0;27;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,5;0;"youth";5;5
"374";374;2;2;2;3;3;1;1;2;1;1;1;1;1;0;0;1;1;0;2;0;6;3;1;31;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,6;0,3;0,1;"midage";6;3
"375";375;2;2;2;1;1;1;1;2;1;1;3;1;1;1;0;1;1;1;2;1;6;NA;1;33;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0,6;0,3;0,1;"midage";6;3,26165504447311
"376";376;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;1;6;3;1;29;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"youth";6;3
"377";377;3;3;3;3;3;1;1;2;1;1;1;1;1;0;0;1;1;1;2;1;4;NA;0;35;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;0;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0,6;0,1;0,3;"midage";4;4,59727836896467
"378";378;3;3;3;3;3;1;1;2;3;1;1;1;1;0;1;1;1;1;1;0;6;3;0;28;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0,5;0,1;0,4;"youth";6;3
"379";379;3;3;3;3;3;1;1;2;1;1;1;1;1;1;0;1;1;1;2;1;6;5;1;53;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;0;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0,6;0,1;0,3;"older";6;5
"380";380;2;3;3;3;3;1;1;2;1;1;3;1;1;1;0;1;1;0;0;0;6;5;1;58;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya";0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0,5;0,2;0,3;"older";6;5
"381";381;1;1;1;4;4;4;4;1;4;1;1;1;1;0;0;0;1;0;1;0;4;3;1;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0;"youth";4;3
"382";382;2;2;2;3;3;1;1;2;1;1;4;1;1;0;0;1;1;1;2;0;6;NA;1;43;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,5;0,3;0,1;"midage";6;3,62801604765987
"383";383;3;1;1;1;1;2;2;1;2;1;2;2;1;0;0;0;1;1;0;0;4;5;1;25;0;0;0;0;5,48063892334199;3,85014760171006;7,85631957140659;"urus-martan";"Jandi";0;1;1;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0,5;0,4;0,1;"youth";4;5
"384";384;1;2;2;3;3;4;4;4;1;1;3;2;4;0;0;0;1;1;1;0;6;2;1;62;0;0;0;0;5,48063892334199;3,85014760171006;7,85631957140659;"urus-martan";"Jandi";1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0,3;0,2;0,2;"older";6;2
"385";385;1;1;1;1;1;2;2;1;1;1;1;1;1;0;1;1;1;1;2;1;4;4;1;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0,1;0;"midage";4;4
"386";386;1;1;1;1;1;1;1;1;1;1;2;2;1;0;0;0;1;1;2;1;4;4;1;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0,8;0,2;0;"midage";4;4
"387";387;3;1;1;1;1;1;1;1;1;1;1;3;1;0;0;0;1;0;1;0;6;3;1;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,8;0;0,2;"midage";6;3
"388";388;1;1;1;3;3;2;2;4;2;1;1;1;3;0;0;0;1;NA;2;0;4;4;0;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0,5;0,2;0,2;"youth";4;4
"389";389;1;1;1;4;4;1;1;1;4;4;1;4;3;0;0;0;1;1;1;1;6;2;1;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,5;0;0,1;"youth";6;2
"390";390;1;1;1;1;1;1;1;1;1;1;1;4;1;0;0;0;1;0;1;1;6;4;1;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;"midage";6;4
"391";391;3;1;1;3;3;1;1;2;3;1;3;2;2;0;0;0;1;NA;2;0;4;3;0;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;1;0;0;0,3;0,3;0,4;"youth";4;3
"392";392;2;2;2;2;2;2;2;2;1;1;1;1;2;0;1;0;1;1;2;0;3;5;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;"youth";3;5
"393";393;3;2;2;3;3;2;2;2;2;1;1;2;2;0;0;0;1;1;2;0;3;2;0;56;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0,2;0,6;0,2;"older";3;2
"394";394;2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;0;1;1;2;1;5;5;1;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,9;0;"youth";5;5
"395";395;2;2;2;3;3;2;2;2;2;1;2;2;2;0;0;0;1;1;2;0;4;5;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0,1;0,8;0,1;"youth";4;5
"396";396;2;2;2;1;1;2;2;2;2;1;1;2;3;0;0;0;1;0;2;0;2;5;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0,3;0,6;0,1;"youth";2;5
"397";397;2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;0;1;0;0;0;4;2;1;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,9;0;"youth";4;2
